createdat,createdby,modifiedat,modifiedby,cuentagastoadistribuir_id,factordistribucion_id,sociedadfi_codigo,plancuenta_codigo,centrocosto_codigo,centrologistico_codigo,tipodistribucion_codigo,indicadorcuenta,ejercicio,moneda_code,importep1,importep2,importep3,importep4,importep5,importep6,importep7,importep8,importep9,importep10,importep11,importep12,importetotal,empleado_codigo,bloqueouser,bloqueoadmin,escenario,gasto_id
2025-09-17 22:08:44.746,DBULNES,2025-09-17 22:08:44.746,DBULNES,fabe024d-4463-4be0-b9e5-c3d146036229,ccbd3ac7-4183-428c-bd31-c5dac082cd3c,1000,6233505002,1123104001,,SGV,GTOSEGURVE,2025,HNL,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,f,f,1,e2b16d98-fc1b-4d88-8379-e6a234e2927f
2025-09-17 22:08:44.746,DBULNES,2025-09-17 22:08:44.746,DBULNES,caa74f53-4dd6-4f5a-8e92-2a8c5882406f,0a41be86-b680-4a98-862b-e9b857c375c9,1000,7112005001,1111100005,,M2,GTOALQUIL,2025,USD,69.8740,69.8740,69.8740,69.8740,69.8740,69.8740,69.8740,69.8740,69.8740,69.8740,69.8740,69.8740,,,f,f,1,fcb8727d-432c-4139-bd2c-06e12b30b47e
2025-09-17 22:08:44.746,DBULNES,2025-09-17 22:08:44.746,DBULNES,caa74f53-4dd6-4f5a-8e92-2a8c5882406f,430952f8-d796-413f-ab11-a480b6e22b95,1000,7112005001,1111200001,,M2,GTOALQUIL,2025,USD,524.4115,524.4115,524.4115,524.4115,524.4115,524.4115,524.4115,524.4115,524.4115,524.4115,524.4115,524.4115,,,f,f,1,8c7b6acc-31d4-4d40-bed7-831a183db040
2025-09-17 22:08:44.746,DBULNES,2025-09-17 22:08:44.746,DBULNES,caa74f53-4dd6-4f5a-8e92-2a8c5882406f,b5cc286b-9c10-44cc-bb98-b2bf4b87fabb,1000,7112005001,1111200002,,M2,GTOALQUIL,2025,USD,244.5590,244.5590,244.5590,244.5590,244.5590,244.5590,244.5590,244.5590,244.5590,244.5590,244.5590,244.5590,,,f,f,1,0591de64-3519-40f7-85df-e9f860f2651d
2025-09-17 22:08:44.746,DBULNES,2025-09-17 22:08:44.746,DBULNES,caa74f53-4dd6-4f5a-8e92-2a8c5882406f,4abfdc66-db7c-4d4e-9cb4-8c404642f21d,1000,7112005001,1111200003,,M2,GTOALQUIL,2025,USD,139.7480,139.7480,139.7480,139.7480,139.7480,139.7480,139.7480,139.7480,139.7480,139.7480,139.7480,139.7480,,,f,f,1,bd52722d-3e5d-42e9-bb1b-9b8b60ec6b2b
2025-09-17 22:08:44.746,DBULNES,2025-09-17 22:08:44.746,DBULNES,caa74f53-4dd6-4f5a-8e92-2a8c5882406f,d9f04b8e-fd86-48da-88be-933aed2c5f65,1000,7112005001,1111200007,,M2,GTOALQUIL,2025,USD,104.8110,104.8110,104.8110,104.8110,104.8110,104.8110,104.8110,104.8110,104.8110,104.8110,104.8110,104.8110,,,f,f,1,9acbe1b5-773a-41c5-8294-bd11989100b2
2025-09-17 22:08:44.746,DBULNES,2025-09-17 22:08:44.746,DBULNES,caa74f53-4dd6-4f5a-8e92-2a8c5882406f,fc2bd2f3-efa9-4796-8e16-4155296ccb09,1000,7112005001,1111300001,,M2,GTOALQUIL,2025,USD,349.3700,349.3700,349.3700,349.3700,349.3700,349.3700,349.3700,349.3700,349.3700,349.3700,349.3700,349.3700,,,f,f,1,b223a953-4df5-4e56-835c-54586a8cc88b
2025-09-17 22:08:44.746,DBULNES,2025-09-17 22:08:44.746,DBULNES,caa74f53-4dd6-4f5a-8e92-2a8c5882406f,b02fef73-1436-4cc7-8aff-838be1f65ba4,1000,7112005001,1111300002,,M2,GTOALQUIL,2025,USD,943.6555,943.6555,943.6555,943.6555,943.6555,943.6555,943.6555,943.6555,943.6555,943.6555,943.6555,943.6555,,,f,f,1,951ebcb0-05a2-49f9-aba8-7993552249fb
2025-09-17 22:08:44.746,DBULNES,2025-09-17 22:08:44.746,DBULNES,caa74f53-4dd6-4f5a-8e92-2a8c5882406f,338c6f15-481a-440c-bc78-0da7f5a127ef,1000,7112005001,1112100001,,M2,GTOALQUIL,2025,USD,524.4115,524.4115,524.4115,524.4115,524.4115,524.4115,524.4115,524.4115,524.4115,524.4115,524.4115,524.4115,,,f,f,1,c530b51b-7048-40b7-ac78-b27e01b308c7
2025-09-17 22:08:44.746,DBULNES,2025-09-17 22:08:44.746,DBULNES,caa74f53-4dd6-4f5a-8e92-2a8c5882406f,bca4339e-a93b-4fbe-bf59-5ac30583e0e0,1000,7112005001,1112310001,,M2,GTOALQUIL,2025,USD,69.8740,69.8740,69.8740,69.8740,69.8740,69.8740,69.8740,69.8740,69.8740,69.8740,69.8740,69.8740,,,f,f,1,56b91313-826c-4ff3-a3d3-d47c89758874
2025-09-17 22:08:44.746,DBULNES,2025-09-17 22:08:44.746,DBULNES,caa74f53-4dd6-4f5a-8e92-2a8c5882406f,871678de-d53a-4a3e-8da1-b4d3a35d92e3,1000,7112005001,1111100001,,M2,GTOALQUIL,2025,USD,454.5375,454.5375,454.5375,454.5375,454.5375,454.5375,454.5375,454.5375,454.5375,454.5375,454.5375,454.5375,,,f,f,1,2ce1242a-06a3-46e6-a7b5-0931c0a6b60c
2025-09-17 22:08:44.746,DBULNES,2025-09-17 22:08:44.746,DBULNES,caa74f53-4dd6-4f5a-8e92-2a8c5882406f,8a663893-2ea4-4261-b673-312b0edb14bf,1000,7112005001,1111100002,,M2,GTOALQUIL,2025,USD,69.8740,69.8740,69.8740,69.8740,69.8740,69.8740,69.8740,69.8740,69.8740,69.8740,69.8740,69.8740,,,f,f,1,9737b551-5d16-4bf7-b14d-e5d162d4f300
2025-09-17 22:08:44.746,DBULNES,2025-09-17 22:08:44.746,DBULNES,caa74f53-4dd6-4f5a-8e92-2a8c5882406f,56fd7a31-b6f7-4701-a482-0daa95cce996,1000,7112005001,1111100003,,M2,GTOALQUIL,2025,USD,69.8740,69.8740,69.8740,69.8740,69.8740,69.8740,69.8740,69.8740,69.8740,69.8740,69.8740,69.8740,,,f,f,1,5ad5f3bf-32f7-4706-a344-88bab5b34244
2025-09-17 22:08:44.746,DBULNES,2025-09-17 22:08:44.746,DBULNES,b2b6dc6e-3adb-4822-bf90-4b3683445eca,d8852807-62f8-4fad-8eb1-634ff3bd07eb,1000,7112005001,1113000001,,M2,GTOALQUIL,2025,USD,6483.6700,6483.6700,6483.6700,6483.6700,6483.6700,6483.6700,6483.6700,6483.6700,6483.6700,6483.6700,6483.6700,6483.6700,,,f,f,1,d1eb1dcd-97ff-4627-b7ce-347d3eae196e
2025-09-17 22:08:44.746,DBULNES,2025-09-17 22:08:44.746,DBULNES,c431cf76-457f-486a-9533-1ce278b8b362,75291b8a-9505-410a-bd83-60feeeac5e2f,1000,7112005001,1112330001,,M2,GTOALQUIL,2025,HNL,30881.2000,30881.2000,30881.2000,30881.2000,30881.2000,30881.2000,30881.2000,30881.2000,30881.2000,30881.2000,30881.2000,30881.2000,,,f,f,1,098a310b-3b47-4268-8ab0-6db4cb026a9b
2025-09-17 22:08:44.746,DBULNES,2025-09-17 22:08:44.746,DBULNES,99e16fe0-d0b0-435a-beaf-ff39f8ab023d,d1a4e950-fa5f-4687-9662-e58fde74ddea,1000,7112005001,1112330002,,M2,GTOALQUIL,2025,HNL,25300.0000,25300.0000,25300.0000,25300.0000,25300.0000,25300.0000,25300.0000,25300.0000,25300.0000,25300.0000,25300.0000,25300.0000,,,f,f,1,8f0b07b6-362c-4b53-a0fc-b348e3ad2049
2025-09-17 22:08:44.746,DBULNES,2025-09-17 22:08:44.746,DBULNES,e61c1c66-ae09-465c-90b9-a162efd842ec,d7da8039-67c6-4851-84b0-fb7102cac7f3,1000,7112005001,1112330003,,M2,GTOALQUIL,2025,HNL,23575.0000,23575.0000,23575.0000,23575.0000,23575.0000,23575.0000,23575.0000,23575.0000,23575.0000,23575.0000,23575.0000,23575.0000,,,f,f,1,6588a75d-c41a-4a50-9b19-8338a99091b9
2025-09-17 22:08:44.746,DBULNES,2025-09-17 22:08:44.746,DBULNES,dbda876c-dc92-4cb7-94c2-ba8b83a69bc2,3d8fe989-f017-425e-bffa-94396d3c8f20,1000,7112005001,1112340001,,M2,GTOALQUIL,2025,USD,2293.2600,2293.2600,2293.2600,2293.2600,2293.2600,2444.1600,2444.1600,2444.1600,2444.1600,2444.1600,2444.1600,2444.1600,,,f,f,1,2c100001-69fd-4454-a29c-fee8849e266f
2025-09-17 22:08:44.746,DBULNES,2025-09-17 22:08:44.746,DBULNES,d785f721-eadb-48b4-acc0-406c40877b0d,ea44cbe3-4c7b-48b4-b941-270cd3276e9f,1000,7112005001,1113000008,,M2,GTOALQUIL,2025,HNL,46000.0000,46000.0000,46000.0000,46000.0000,46000.0000,46000.0000,46000.0000,46000.0000,46000.0000,46000.0000,46000.0000,46000.0000,,,f,f,1,6c023f28-1e49-457b-9d12-b6181c52262b
2025-09-17 22:08:44.746,DBULNES,2025-09-17 22:08:44.746,DBULNES,dc099eb9-55e4-4c98-902f-77425e830647,e418e352-40df-41c5-9e5e-cd4a6af91ab7,1000,7112005001,1113000009,,M2,GTOALQUIL,2025,USD,3383.9300,3383.9300,3383.9300,3383.9300,3383.9300,3383.9300,3383.9300,3383.9300,3383.9300,3383.9300,3383.9300,3383.9300,,,f,f,1,3ccb03bb-f040-422c-aa87-90b5c36cdb39
2025-09-17 22:08:44.746,DBULNES,2025-09-17 22:08:44.746,DBULNES,45325661-bfe4-4c67-9bcb-d685d63867d5,785ff8f0-11fe-484d-835f-a1ea99f305dc,1000,7112005001,1112350001,,M2,GTOALQUIL,2025,HNL,18400.0000,18400.0000,18400.0000,18400.0000,18400.0000,18400.0000,18400.0000,18400.0000,18400.0000,18400.0000,18400.0000,18400.0000,,,f,f,1,d8d22ae0-e78f-489b-8f0b-612e34e5e289
2025-09-17 22:08:44.746,DBULNES,2025-09-17 22:08:44.746,DBULNES,c73d7ba3-3230-47f5-a148-79b27698f511,28a54be7-fc59-44ec-9fc7-06facb779717,1000,7114505001,1111100003,,SGI,GTOSEGURIN,2025,HNL,108.9915,108.9915,108.9915,108.9915,108.9915,108.9915,108.9915,108.9915,108.9915,108.9915,108.9915,108.9915,,,f,f,1,98ee8d60-da85-4a87-b340-20271da7f4dd
2025-09-17 22:08:44.746,DBULNES,2025-09-17 22:08:44.746,DBULNES,c73d7ba3-3230-47f5-a148-79b27698f511,d4341351-b1d2-44cb-9f47-66e8aaedec17,1000,7114505001,1111200004,,SGI,GTOSEGURIN,2025,HNL,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,f,f,1,c2e63993-586f-47fd-bc87-ba6238ebdfbc
2025-09-17 22:08:44.746,DBULNES,2025-09-17 22:08:44.746,DBULNES,c73d7ba3-3230-47f5-a148-79b27698f511,64505add-e043-4701-82c0-346f6a539ccd,1000,6233505001,1129900099,,SGI,GTOSEGURIN,2025,HNL,108.9915,108.9915,108.9915,108.9915,108.9915,108.9915,108.9915,108.9915,108.9915,108.9915,108.9915,108.9915,,,f,f,1,1c22e8c0-0a61-43e1-aac2-58cebf8d7a4a
2025-09-17 22:08:44.746,DBULNES,2025-09-17 22:08:44.746,DBULNES,c73d7ba3-3230-47f5-a148-79b27698f511,52d9ccd5-27f6-411b-8b8e-2df7027b3c77,1000,6233505001,1131800001,,SGI,GTOSEGURIN,2025,HNL,2506.8053,2506.8053,2506.8053,2506.8053,2506.8053,2506.8053,2506.8053,2506.8053,2506.8053,2506.8053,2506.8053,2506.8053,,,f,f,1,b4ea206a-5b67-44f9-b14f-00301b813771
2025-09-17 22:08:44.746,DBULNES,2025-09-17 22:08:44.746,DBULNES,c73d7ba3-3230-47f5-a148-79b27698f511,31f07731-c5a3-4e32-8df0-74728b742e9b,1000,6233505001,1132000099,,SGI,GTOSEGURIN,2025,HNL,2288.8222,2288.8222,2288.8222,2288.8222,2288.8222,2288.8222,2288.8222,2288.8222,2288.8222,2288.8222,2288.8222,2288.8222,,,f,f,1,7770b577-1482-467b-b28f-4b0b8242d796
2025-09-17 22:08:44.746,DBULNES,2025-09-17 22:08:44.746,DBULNES,c73d7ba3-3230-47f5-a148-79b27698f511,cc3ed0be-997f-4456-b51e-37ad4f332f24,1000,6233505001,1133000001,,SGI,GTOSEGURIN,2025,HNL,1743.8645,1743.8645,1743.8645,1743.8645,1743.8645,1743.8645,1743.8645,1743.8645,1743.8645,1743.8645,1743.8645,1743.8645,,,f,f,1,a7e77e04-b8b2-41b8-b1e7-c77ceb410739
2025-09-17 22:08:44.746,DBULNES,2025-09-17 22:08:44.746,DBULNES,c73d7ba3-3230-47f5-a148-79b27698f511,f37b936a-866c-4905-b70a-76bdcc5aac77,1000,6233505001,1140000004,,SGI,GTOSEGURIN,2025,HNL,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,f,f,1,c1c6eef4-471a-4aa4-b1e7-865b5aa772c0
2025-09-17 22:08:44.746,DBULNES,2025-09-17 22:08:44.746,DBULNES,c73d7ba3-3230-47f5-a148-79b27698f511,04ec1a23-2302-4636-b84e-8a1025e4b577,1000,7114505001,1113000005,,SGI,GTOSEGURIN,2025,HNL,108.9915,108.9915,108.9915,108.9915,108.9915,108.9915,108.9915,108.9915,108.9915,108.9915,108.9915,108.9915,,,f,f,1,40c00794-35d0-45d9-938d-bf4db85b3578
2025-09-17 22:08:44.746,DBULNES,2025-09-17 22:08:44.746,DBULNES,c73d7ba3-3230-47f5-a148-79b27698f511,4150c4e8-af4b-4a31-8c10-c3bb5cb62c51,1000,7114505001,1113000007,,SGI,GTOSEGURIN,2025,HNL,3160.7545,3160.7545,3160.7545,3160.7545,3160.7545,3160.7545,3160.7545,3160.7545,3160.7545,3160.7545,3160.7545,3160.7545,,,f,f,1,c1db2caf-9b19-4d22-9848-1dd12358dae0
2025-09-17 22:08:44.746,DBULNES,2025-09-17 22:08:44.746,DBULNES,c73d7ba3-3230-47f5-a148-79b27698f511,810f5c06-4757-4bf4-84f5-2d4fc0ba8844,1000,6233505001,1121299001,,SGI,GTOSEGURIN,2025,HNL,108.9915,108.9915,108.9915,108.9915,108.9915,108.9915,108.9915,108.9915,108.9915,108.9915,108.9915,108.9915,,,f,f,1,57538d61-0e52-4d6e-bab0-30672274d8f6
2025-09-17 22:08:44.746,DBULNES,2025-09-17 22:08:44.746,DBULNES,c73d7ba3-3230-47f5-a148-79b27698f511,3abedb07-a079-4629-97e5-6cc1c85c23e8,1000,7114505001,1111200005,,SGI,GTOSEGURIN,2025,HNL,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,f,f,1,32199dee-63b7-4d98-9d32-6825f220b0d4
2025-09-17 22:08:44.746,DBULNES,2025-09-17 22:08:44.746,DBULNES,c73d7ba3-3230-47f5-a148-79b27698f511,eaa96197-301e-43f7-8393-ff0037b29f0d,1000,7114505001,1111200007,,SGI,GTOSEGURIN,2025,HNL,108.9915,108.9915,108.9915,108.9915,108.9915,108.9915,108.9915,108.9915,108.9915,108.9915,108.9915,108.9915,,,f,f,1,f866f8db-efb0-43a1-bf75-d5c58b12f425
2025-09-17 22:08:44.746,DBULNES,2025-09-17 22:08:44.746,DBULNES,c73d7ba3-3230-47f5-a148-79b27698f511,08240f1b-83bd-4a65-b181-ec392d4595b7,1000,7114505001,1111400001,,SGI,GTOSEGURIN,2025,HNL,108.9915,108.9915,108.9915,108.9915,108.9915,108.9915,108.9915,108.9915,108.9915,108.9915,108.9915,108.9915,,,f,f,1,62861b4c-112a-41db-b74c-0d67e9ef8c51
2025-09-17 22:08:44.746,DBULNES,2025-09-17 22:08:44.746,DBULNES,c73d7ba3-3230-47f5-a148-79b27698f511,738b7496-a454-4228-8219-4166997cb272,1000,7114505001,1113000002,,SGI,GTOSEGURIN,2025,HNL,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,f,f,1,5f3ea031-dcf6-43d7-a3e8-c0fcf0cbaf9b
2025-09-17 22:08:44.746,DBULNES,2025-09-17 22:08:44.746,DBULNES,c73d7ba3-3230-47f5-a148-79b27698f511,9e4640c0-e081-4ac1-a03d-d8409d508656,1000,7114505001,1113000004,,SGI,GTOSEGURIN,2025,HNL,108.9915,108.9915,108.9915,108.9915,108.9915,108.9915,108.9915,108.9915,108.9915,108.9915,108.9915,108.9915,,,f,f,1,37077638-442a-4b09-9b3f-aec88859da2e
2025-09-17 22:08:44.746,DBULNES,2025-09-17 22:08:44.746,DBULNES,c73d7ba3-3230-47f5-a148-79b27698f511,d14e7701-4ae7-4c9e-b089-5a5f45a528ac,1000,7114505001,1113000001,,SGI,GTOSEGURIN,2025,HNL,219.0840,219.0840,219.0840,219.0840,219.0840,219.0840,219.0840,219.0840,219.0840,219.0840,219.0840,219.0840,,,f,f,1,ae35d611-07b2-4644-b9f8-70301e425d0f
2025-09-17 22:08:44.746,DBULNES,2025-09-17 22:08:44.746,DBULNES,c73d7ba3-3230-47f5-a148-79b27698f511,526fe080-6b5d-47ff-8dd5-aa85f7f89691,1000,7114505001,1111100001,,SGI,GTOSEGURIN,2025,HNL,217.9831,217.9831,217.9831,217.9831,217.9831,217.9831,217.9831,217.9831,217.9831,217.9831,217.9831,217.9831,,,f,f,1,db42b6f5-771e-4c6a-8ac1-71cc2dcc85b6
2025-09-17 22:08:44.746,DBULNES,2025-09-17 22:08:44.746,DBULNES,c73d7ba3-3230-47f5-a148-79b27698f511,375d6f05-7609-49c8-b044-bf7ca26fb82c,1000,7114505001,1111100002,,SGI,GTOSEGURIN,2025,HNL,108.9915,108.9915,108.9915,108.9915,108.9915,108.9915,108.9915,108.9915,108.9915,108.9915,108.9915,108.9915,,,f,f,1,ed592c5f-c4c2-4001-912c-a3789d1d61d5
2025-09-17 22:08:44.746,DBULNES,2025-09-17 22:08:44.746,DBULNES,89145f6a-eed1-4e9d-9cf4-8480077dc2a5,412cd6db-1db4-470b-9404-d4151f54d8b4,1000,6233505001,1131100001,,SGI,GTOSEGURIN,2025,HNL,18.8225,18.8225,18.8225,18.8225,18.8225,18.8225,18.8225,18.8225,18.8225,18.8225,18.8225,18.8225,,,f,f,1,1a8d58be-a878-4b28-aa77-182c745381f2
2025-09-17 22:08:44.746,DBULNES,2025-09-17 22:08:44.746,DBULNES,89145f6a-eed1-4e9d-9cf4-8480077dc2a5,591436c7-d83b-411e-bfd4-87558387aac5,1000,6233505001,1131700002,,SGI,GTOSEGURIN,2025,HNL,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,f,f,1,eda70766-db45-44ac-ae2d-cf5505d98013
2025-09-17 22:08:44.746,DBULNES,2025-09-17 22:08:44.746,DBULNES,89145f6a-eed1-4e9d-9cf4-8480077dc2a5,74d07703-b7bb-45e8-881e-9f8669921214,1000,7114505001,1111300003,,SGI,GTOSEGURIN,2025,HNL,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,f,f,1,fcefa769-e426-4373-bccc-443748e9dc02
2025-09-17 22:08:44.746,DBULNES,2025-09-17 22:08:44.746,DBULNES,89145f6a-eed1-4e9d-9cf4-8480077dc2a5,3ee92160-8fcd-4161-b0db-539eb1d26449,1000,7114505001,1111400001,,SGI,GTOSEGURIN,2025,HNL,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,f,f,1,70e05704-4828-420a-9495-65713e637b24
2025-09-17 22:08:44.746,DBULNES,2025-09-17 22:08:44.746,DBULNES,89145f6a-eed1-4e9d-9cf4-8480077dc2a5,7dbc9db2-f2c5-4634-902b-d0d28dcf0038,1000,7114505001,1112100001,,SGI,GTOSEGURIN,2025,HNL,18.8225,18.8225,18.8225,18.8225,18.8225,18.8225,18.8225,18.8225,18.8225,18.8225,18.8225,18.8225,,,f,f,1,f3680358-69a3-429f-8a10-121fec0cf84e
2025-09-17 22:08:44.746,DBULNES,2025-09-17 22:08:44.746,DBULNES,89145f6a-eed1-4e9d-9cf4-8480077dc2a5,1267d102-4887-4485-88a6-6abd3422689a,1000,7114505001,1112310001,,SGI,GTOSEGURIN,2025,HNL,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,f,f,1,aabd15bf-98e0-4a83-a85d-1e90b1ac9769
2025-09-17 22:08:44.746,DBULNES,2025-09-17 22:08:44.746,DBULNES,89145f6a-eed1-4e9d-9cf4-8480077dc2a5,d38f59fc-ddcb-41df-8f0e-20a98eebeb1d,1000,7114505001,1111100004,,SGI,GTOSEGURIN,2025,HNL,18.8225,18.8225,18.8225,18.8225,18.8225,18.8225,18.8225,18.8225,18.8225,18.8225,18.8225,18.8225,,,f,f,1,08aa1926-7d22-43f4-ac86-e47eb8c810e9
2025-09-17 22:08:44.746,DBULNES,2025-09-17 22:08:44.746,DBULNES,89145f6a-eed1-4e9d-9cf4-8480077dc2a5,5e4a043b-11f3-45b2-b88c-9186c62960c3,1000,6233505001,1140000004,,SGI,GTOSEGURIN,2025,HNL,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,f,f,1,7731f416-897b-4351-80f0-454673039bc7
2025-09-17 22:08:44.746,DBULNES,2025-09-17 22:08:44.746,DBULNES,89145f6a-eed1-4e9d-9cf4-8480077dc2a5,1e5b552f-118d-4cd1-a763-d742d136b784,1000,6233505001,1140000005,,SGI,GTOSEGURIN,2025,HNL,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,f,f,1,e96a43fb-b101-4f11-977a-05057ff2d8df
2025-09-17 22:08:44.746,DBULNES,2025-09-17 22:08:44.746,DBULNES,89145f6a-eed1-4e9d-9cf4-8480077dc2a5,e3c59fdb-5233-4ec5-8948-459424a1d6bc,1000,7114505001,1113000007,,SGI,GTOSEGURIN,2025,HNL,922.3045,922.3045,922.3045,922.3045,922.3045,922.3045,922.3045,922.3045,922.3045,922.3045,922.3045,922.3045,,,f,f,1,955b9816-1317-4b29-8b16-6c0e8b0b0e57
