createdat,createdby,modifiedat,modifiedby,codigo,codigoplancuenta,areafuncional_codigo,descripcion,grupoplancuenta_codigo,moneda_code,pospresupestaria,tipo,sociedadfi_codigo,tipocuenta,clasecosto,regla,esquema,historico
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,1120505141,PUCA,"",Occidente Cta. Ahorro 21-401-101001-3 Deposito,B112,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,1120505142,PUCA,"",Occidente Cta. Ahorro 21-401-101001-3 Cheque,B112,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,1120505143,PUCA,"",Occidente Cta. Ahorro 21-401-101001-3 Nota Debito,B112,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,1120505144,PUCA,"",Occidente Cta Ahorro 21-401-101001-3 Nota Credito,B112,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,1120510100,PUCA,"",Bac Ahorros 725219191 Real,B112,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,1120510101,PUCA,"",Bac Ahorros 725219191 Deposito,B112,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,1120510102,PUCA,"",Bac Ahorros 725219191 Cheque,B112,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,1120510103,PUCA,"",Bac Ahorros 725219191 Nota De Debito,B112,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,1120510104,PUCA,"",Bac Ahorros 725219191 Nota De Credito,B112,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,1120510110,PUCA,"",Bac Ahorros 727106651 Real,B112,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,1120510111,PUCA,"",Bac Ahorros 727106651 Deposito,B112,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,1120510112,PUCA,"",Bac Ahorros 727106651 Cheque,B112,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,1120510113,PUCA,"",Bac Ahorros 727106651 Nota De Debito,B112,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,1120510114,PUCA,"",Bac Ahorros 727106651 Nota De Credito,B112,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,1120515100,PUCA,"",Ficohsa 01-240-169983 Real,B112,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,1120515101,PUCA,"",Ficohsa 01-240-169983 Deposito,B112,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,1120515102,PUCA,"",Ficohsa 01-240-169983 Cheque,B112,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,1120515103,PUCA,"",Ficohsa 01-240-169983 Nota De Debito,B112,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,1120515104,PUCA,"",Ficohsa 01-240-169983 Nota De Credito,B112,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,1120515110,PUCA,"",Ficohsa 01-101-370213 Real,B112,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,1120515111,PUCA,"",Ficohsa 01-101-370213 Deposito,B112,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,1120515112,PUCA,"",Ficohsa 01-101-370213 Cheque,B112,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,1120515113,PUCA,"",Ficohsa 01-101-370213 Nota De Debito,B112,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,1120515114,PUCA,"",Ficohsa 01-101-370213 Nota De Credito,B112,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,1120520100,PUCA,"",Atlantida Cta. 1100024460 Real,B112,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,1120520101,PUCA,"",Atlantida Cta. 1100024460 Deposito,B112,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,1120520102,PUCA,"",Atlantida Cta. 1100024460 Cheque,B112,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,1120520103,PUCA,"",Atlantida Cta. 1100024460 Nota De Debito,B112,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,1120520104,PUCA,"",Atlantida Cta. 1100024460 Nota De Credito,B112,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,1120520110,PUCA,"",Atlantida Cta. 10120445316 Real,B112,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,1120520111,PUCA,"",Atlantida Cta. 10120445316 Deposito,B112,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,1120520112,PUCA,"",Atlantida Cta. 10120445316 Cheques,B112,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,1120520113,PUCA,"",Atlantida Cta. 10120445316 Nota Debito,B112,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,1120520114,PUCA,"",Atlantida Cta. 10120445316 Nota Crédito,B112,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,1120525100,PUCA,"",Banhcafe Cta. 1601000207 Real,B112,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,1120525101,PUCA,"",Banhcafe Cta. 1601000207 Deposito,B112,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,1120525102,PUCA,"",Banhcafe Cta. 1601000207 Cheque,B112,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,1120525103,PUCA,"",Banhcafe Cta. 1601000207 Nota De Debito,B112,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,1120525104,PUCA,"",Banhcafe Cta. 1601000207 Nota De Credito,B112,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,1120530100,PUCA,"",Banpais Ahorro 21-599-001480-1 Real,B112,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,1120530101,PUCA,"",Banpais Ahorro 21-599-001480-1 Deposito,B112,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,1120530102,PUCA,"",Banpais Ahorro 21-599-001480-1 Cheque,B112,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,1120530103,PUCA,"",Banpais Ahorro 21-599-001480-1 Nota De Debito,B112,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,1120530104,PUCA,"",Banpais Ahorro 21-599-001480-1 Nota De Credito,B112,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,1120535100,PUCA,"",Banrural Ahorro Plus 02603010001566 Real,B112,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,1120535101,PUCA,"",Banrural Ahorro Plus 02603010001566 Deposito,B112,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,1120535102,PUCA,"",Banrural Ahorro Plus 02603010001566 Cheque,B112,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,1120535103,PUCA,"",Banrural Ahorro Plus 02603010001566 Nota Debito,B112,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,1120535104,PUCA,"",Banrural Ahorro Plus 02603010001566 Nota Credito,B112,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,1120535110,PUCA,"",Banrural Ahorro 02601010015148 Real,B112,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,1120535111,PUCA,"",Banrural Ahorro 02601010015148 Deposito,B112,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,1120535112,PUCA,"",Banrural Ahorro 02601010015148 Cheque,B112,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,1120535113,PUCA,"",Banrural Ahorro 02601010015148 Nota de Debito,B112,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,1120535114,PUCA,"",Banrural Ahorro 02601010015148 Nota de Crédito,B112,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,1120540100,PUCA,"",Ficensa Cta Cheques 1000002265 Real,B112,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,1120540101,PUCA,"",Ficensa Cta Cheques 1000002265 Deposito,B112,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,1120540102,PUCA,"",Ficensa Cta Cheques 1000002265 Cheque,B112,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,1120540103,PUCA,"",Ficensa Cta Cheques 1000002265 Nota de Debito,B112,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,1120540104,PUCA,"",Ficensa Cta Cheques 1000002265 Nota de Crédito,B112,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,1121005100,PUCA,"",Occidente Cta. 22-401-108495-2 Real,E112,USD,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,1121005101,PUCA,"",Occidente Cta. 22-401-108495-2 Deposito,E112,USD,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,1121005102,PUCA,"",Occidente Cta. 22-401-108495-2 Cheque,E112,USD,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,1121005103,PUCA,"",Occidente Cta. 22-401-108495-2 Nota De Debito,E112,USD,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,1121005104,PUCA,"",Occidente Cta. 22-401-108495-2 Nota De Credito,E112,USD,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,1121010100,PUCA,"",Ficohsa Cta Dólares 200011281787 Real,E112,USD,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,1121010101,PUCA,"",Ficohsa Cta Dólares 200011281787 Deposito,E112,USD,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,1121010102,PUCA,"",Ficohsa Cta Dólares 200011281787 Cheque,E112,USD,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,1121010103,PUCA,"",Ficohsa Cta Dólares 200011281787 Nota de Debito,E112,USD,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,1121010104,PUCA,"",Ficohsa Cta Dólares 200011281787 Nota de Crédito,E112,USD,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,1121020100,PUCA,"",Atlántida Cta Dólares 010120447478 Real,E112,USD,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,1121020101,PUCA,"",Atlántida Cta Dólares 010120447478 Deposito,E112,USD,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,1121020102,PUCA,"",Atlántida Cta Dólares 010120447478 Cheque,E112,USD,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,1121020103,PUCA,"",Atlántida Cta Dólares 010120447478 Nota de Debito,E112,USD,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,1121020104,PUCA,"",Atlántida Cta Dólares 010120447478 Nota de Crédito,E112,USD,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,1121040100,PUCA,"",Hancock Whitney Bank 0049259309 Real,E112,USD,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,1121040101,PUCA,"",Hancock Whitney Bank 0049259309 Deposito,E112,USD,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,1121040102,PUCA,"",Hancock Whitney Bank 0049259309 Cheque,E112,USD,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,1121040103,PUCA,"",Hancock Whitney Bank 0049259309 Nota de Debito,E112,USD,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,1121040104,PUCA,"",Hancock Whitney Bank 0049259309 Nota de Crédito,E112,USD,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,1140505001,PUCA,"",Clientes Nacionales,C114,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,1140505002,PUCA,"",Clientes Del Exterior,C114,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,1140505003,PUCA,"",Provisión Cuentas Incobrables,C114,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,1140510001,PUCA,"",Cuentas Por Cobrar  Empresas Del Grupo,C114,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,1140510002,PUCA,"",Cuentas Por Cobrar Accionistas,C114,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,1140515001,PUCA,"",Cuenta Por Cobrar A Empleados,C114,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,1140515002,PUCA,"",Cuenta Por Cobrar Otros Entes,C114,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,1140515003,PUCA,"",Cuenta por Cobrar Delivery,C114,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,1141005001,PUCA,"",Anticipos  A Proveedores Nacionales,A114,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,1141005002,PUCA,"",Anticipos  A Proveedores Extranjeros,A114,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,1141010001,PUCA,"",Anticipo De Sueldo,A114,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,1141010002,PUCA,"",Anticipo Decimotercer Mes,A114,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,1141010003,PUCA,"",Anticipo Decimocuarto Mes,A114,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,1141015001,PUCA,"",Créditos Fiscales Por Aplicar,A114,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,1141015002,PUCA,"",ISR Retencion Del 1% Por Clientes,A114,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,1141015003,PUCA,"",Impuesto Sobre La Renta,A114,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,1141015004,PUCA,"",Impuesto De Aportación Solidaria,A114,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,1141505001,PUCA,"",Impuesto S/Ventas Pagado,O114,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,1150505001,PUCA,"",Materia Prima Nacional,M115,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,1150505002,PUCA,"",Materia Prima Importada,M115,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,1151005001,PUCA,"",Inventario De Productos En Procesos Avicola,P115,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,1151010001,PUCA,"",Inv De Productos En Procesos Alimentos Balanceados,P115,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,1151015001,PUCA,"",Inventario de Productos en Procesos PPH (WIP),P115,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,1151505001,PUCA,"",Inventario De Huevos,T115,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,1151505002,PUCA,"",Inventario De Pollo Beneficiado,T115,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,1151505003,PUCA,"",Inventario De Pollo Partido Y Deshuesado,T115,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,1151505004,PUCA,"",Inventario De Pollo Proceso Ulterior,T115,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,1151505005,PUCA,"",Inventario De Gallinas Y Gallos,T115,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,1151505006,PUCA,"",Inventario De Subproducto Avícola,T115,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,1151510001,PUCA,"",Inventario De Alimentos Balanceados,T115,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,1151510002,PUCA,"",Inventario De Semielaborado Alimentos Balanceados,T115,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,1151515001,PUCA,"",Inv. Productos Planta de Procesamiento de Harinas,T115,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,1152005001,PUCA,"",Inventario Medicinas Y Vacunas,I115,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,1152005002,PUCA,"",Inventario De Envases Y Empaques,I115,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,1152005003,PUCA,"",Inventario De Gas Butano,I115,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,1152005004,PUCA,"",Inventario De Insumos Productivos,I115,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,1152005005,PUCA,"",Inventario de Embalaje Secundario y Terciario,I115,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,1152005006,PUCA,"",Inventario de Embalaje Secundario y Terciario,I115,HNL,"",,1000,X,"","","",t
